ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
B001CFMGGI,A2B7FJRY6YQNXP,C. Jones,3,3,5,2011-12-01,Life Changing and Truly Remarkable!,"My husband and I began drinking tart cherry juice when someone told us it was good for the aches and pains felt due to arthritis and we haven't been the same since!  We tried several different ones and Tart Is Smart Tart Cherry Concentrate has been the one that has given us the most positive results. We mix it 2 Tablespoons to a cup of water and drink it once a day.  (It tastes good too which is a plus!)  On the rare occasion that we miss a day, we are well aware of it because our joints hurt more on those days.  Through Amazon.com, we get it shipped automatically [on a personalized] schedule which makes the price even more affordable but even without that added bonus, the price is very reasonable.  Thumbs up from both of us on this as we have become advocates for it and tell anyone who will listen about the advantages of drinking it daily."
B0025U8LOU,A1PBOBD8GF6YIT,PlicketyCat,0,0,5,2012-01-02,Perfect snack size!,"I've only been able to find the 20 oz cans at our local markets and at other online retailers. They're just a little big for one person in a single sitting, so I was happy to find the smaller 8oz size on Amazon... and at a reasonable price as well!"
B0034EDMCW,A2CBXYI6N1RE5Q,superspike,0,0,5,2012-03-16,just the right mix,"Kind fruit and nut bars are a great snack for between last break (1:30) and supper.I only eat half, it is high in calories.I eat it with some plain yogert for lunch to balance out the sweetness in the Kind bar. The price is better online then in stores, and alot better then a candy bar from the vending machine at work."
B0006H4KR6,A1UKCTYPECMWAB,Mary,0,0,5,2011-01-08,Mmmm Good,Not only was the candy tasty but it was so appropriately named! It was a gift for my step Mother Ruthie
B000H11C6I,AACVCL5MH14AA,Laura McCleery,1,1,5,2011-12-18,The only nut thin flavor that is dairy-free!,"My favorite flavor because it is also dairy free, and even though they are not as strongly flavored, they are DELICIOUS with hummus! This is my favorite gluten-free snack."
B003M63CCW,A16VNYO48FVXGO,K. O'Connell,0,0,5,2012-10-15,Super for my Shiba,"My little Shiba just can't handle chicken or grain byproducts. I love the ingredients, I love that my dog is enthusiastic about the food and I love that I can buy it on Amazon.com and have it delivered.<br /><br />The tiny kibble is great for smaller mouths but is on the harder side when it comes to dry. I have used pro-plan in the past and notice the shredded mix has much softer/grainy kibble. I sometimes moisten the food with a little bit of pet-friendly topping.<br /><br />The mix is nutrient and calorie dense. You may have to tweak your volume, depending on what you're switching from."
B000EVOSH6,A3SRDVCD2ATIIS,Voltaire,0,0,5,2009-08-19,Fantastic,Have to hide these from my daughter.  Very good!!  Fast shipping and a good price.
B001EQ5L0I,A2A5MBGYJUXTD0,Sev's Favorite Potions Girl,7,7,5,2010-07-19,Delicious cooked pu-erh,"I'm SO glad I gave these tuo chas a chance!!! I've recently become a huge pu-erh fan, so I've been on the lookout for great pu-erh that won't cost me a leg. I keep hearing that tuos don't usually have great quality, that often tea dust and poor quality leaves are compressed to make the ""nests"" (and yes, I've tasted those often enough to say it's true), but that's not the case here. In fact, this has become one of my favorite pu-erhs. (I've also tried <a href=""http://www.amazon.com/gp/product/B0021I8F60"">Rishi Tea Pu-erh Classic, 3.2-Ounce Tins (Pack of 3)</a>, which I thought was bound to be better simply because it was loose leaf, but that is not the case. I was not impressed... this one is much tastier.)<br /><br />I can get 3 huge mugs (each with a strong brew) out of 1 little tuo. The 4th one is already too watery, but the 3rd is still as strong as I like. This tea made me understand those comments about good pu-erh being ""a mouthful"", thick (I used to wonder what on earth it meant); it is like gulping milk, very interesting experience. I can't really describe the flavor, except to say that it's mellow, sweet, and very yummy. As all pu-erhs, it never gets bitter. To make this taste like heaven, I sometimes add a little bit of <a href=""http://www.amazon.com/gp/product/B002N749GY"">Numi Organic Tea Chocolate Puerh, Loose Leaf Tea, 16 Ounce Bag</a> for some chocolate/vanilla/orange flavor - perfection in a cup!!!<br /><br />I was wondering how many tuos actually fit into one of these little tins... and the answer is, quite a lot of them! That was another good surprise."
B000I6MCSY,A16RVXOBDAMKQ5,Woman To Woman,1,1,5,2008-06-14,Excellant Aroma and Flavor,I've purchased this twice and haven't been disapointed.  I brew it at work and it fills the office with a great aroma.  It isn't the least bit bitter and is full bodied.
B001O2DH4Y,A3JF001WP479T7,"J. E. Ramsey ""Jeram""",0,0,5,2012-10-24,I love the variety of tastes!,"I love the variety of tastes and textures Earth's Best offers. The gourmet meals selection was fabulous. My son devoured everything with a smile!! I do suggest getting the subscribe and save if your child is a big eater like mine. And as always, earth's best was the best!"
B003D4F1QS,A2ZTJC4J227RXY,mdhenke,0,0,5,2011-01-25,Great price,I love this tea and can only find it at around the holidays.  What a great find I was able to order a large amount for a great price!
B001D9ZV5G,A31X839XCZ3WE9,blondy038,0,0,5,2012-08-31,Zukes Dog treats,My dogs love Zuke's Hip Action Treats.<br /><br />I don't know if you realized it or not but the individual bags you were selling were cheaper than the three pack.
B00451WLYI,A31RPHPK3GTR5M,lespaulio,0,0,5,2012-06-16,Starbucks VIA Instant Coffee,"As far as instant coffee goes, this is the best I've found so far. It is flavorful and not bitter. Just make sure you thoroughly stir it as soon as you add the hot water. Recommended if you need a cheap, easy solution for coffee on the go."
B000084DWM,A2CEGQNSC5YGSR,Deborah Koerperich,0,0,5,2012-07-11,Meow!,What can I say...this is the only brand of food my cat will eat. She tears into the bag by chewing on it as soon as I get it. I have to pour in into a plastic container. It also controls hair balls.
B001F0RJNA,AZV26LP92E6WU,"M. Hammond ""ColemanFlGuy""",0,0,5,2012-02-02,they are a little bit too delicious for me!,i had to order another 2 42 ounce bags today. the others i purchased at amazon did not last very long unfortunately. they are fresh. they are in a nice quality resealable bag to keep them fresh. they are delicious. watch for the lowest price. i am very happy with the freshness and quality of this product. it looks fresh and it smells fresh. i have ordered the 42 ounce size multiple times so far and i have no complaints.
B003OKX93S,A2A5R449LVLC06,Vicki,1,1,5,2011-05-14,"Jakemans, what a relief!","I bought these b/c I felt a sinus infection creeping up on me...spring allergies are wreaking havoc once again. I love drinking anise tea so I saw these ""Jakemans Throat and Chest"" lozenges, anise flavored, and wanted to give them a try. They are deliciously smooth and have helped soothe my sore throat and another great side effect, they have really helped clear my sinus passages too. Great little lozenges, I will keep these in my medicine cabinet for sure."
B004BKLHOS,A3UW0PQLDUACMH,Kent J. Smythe,1,2,5,2011-02-25,WOW!!!  Actual Taste,"Because of my medical issues I am rather limited in the foods I can eat and tasty snacks are few and far between.<br /><br />I fell in love with the wonderful taste of these,like the Graham Crackers when I was a kid... and because of the wholesome ingredients like whole grains and a bit of real sugar instead of the awful High Fructose Corn Syrup I can easily enjoy a couple of these without spiking my blood sugar.<br /><br />I read some of the other reviews here that didn't enjoy the taste,it seems like people now are programmed to pile the sweetening on or their damaged taste buds don't register flavor. These tasty treats are subtle and a joy to eat along with a coffee or tea.<br /><br />I'm enjoying these so much that I've reordered both flavors and can't wait to taste the Apple Cinnamon as well.<br /><br />We Love These!!!!"
B00954NY46,A382TASR3P6LTR,Aodhan51,0,0,5,2012-03-21,"Great, FULL-bodied coffee","This is probably the best K-Cup coffee I've had thus far, and I've tried about a dozen flavors. The Double Black Diamond has a wonderful aroma, and it tastes like French Roast on steroids. If you like a really full-bodied coffee, the Double Black Diamond is for you, but beware, it could grow hair on a cue ball."
B002U5G3Z4,AM3RDBFE4K72V,Lolo,2,3,5,2010-07-11,Taste Great,This is probably the best tasting zero calorie flavored water Ive ever had. Becareful though this does have sugar alcohol in it and if you have too much it can cause bowel discomfort.
B000FFIEL2,A28XBSZ4GX3GTB,"Akuba Carol Jankura ""csjank""",0,0,5,2011-03-28,Yummmmm!,"I am neither vegan nor health obsessed, but I keep a stock pile of Dr. McDougall's hot cereal and soup cups in my desk at work. The Black Bean & Lime Soup is my favorite. It tastes fresh and homemade, has just a hint of spiciness, and it's satisfying. As an added bonus, it's good for you. What more could you want from an instant lunch."
B005HG9ERW,AVJJ2D4G5I0Z4,"Michael A. Behr ""mabehr""",0,0,5,2012-07-31,Tastes like water.  Very good water.,"I was really concerned that this water would have a weird or salty taste to it, but nope.  It tastes just like water... probably closer to Dasani than to Poland Spring, and nothing like Evian (not surprising, since the label indicates they use reverse osmosis to do the purification, which is what Dasani does).<br /><br />Most surprisingly, there really is something to the ""silky smooth taste,"" it's not purely marketing.  Whether from the high pH or something else, this is just good water.  (That said, I don't necessarily feel better hydrated than I would with regular water.)<br /><br />Regarding the health claims of alkali water, YMMV.  To their credit, Essentia doesn't really make any of the claims on the bottle, but Google them or look them up on other products here on Amazon.  Some people are hard core believers, some think they're bunk.  I am not really qualified to give a real scientific judgement on them, but I started looking into alkaline water after reading <a href=""http://www.amazon.com/gp/product/0470913029"">The Paleo Diet: Lose Weight and Get Healthy by Eating the Foods You Were Designed to Eat</a>.  There's an interesting rant in the book about the acid/base balance in the body (in short, the contention is that lots of grains lead to the body being to acidic and an acidic body is bad).  The suggestion there is basically to eat lots of vegetables, but my immediate thought was ""why not just drink alkaline water?""  I have no idea of the answer.<br /><br />If you're curious, the plastic bottle is a PETE 1.  Also, these are 1.5 Litre bottles, which are quite big."
B000MGWIH0,A2HUT1C1HVWUBD,"Heather E. Ingbretson ""Dr Heather""",3,3,5,2008-07-06,"No aftertaste, no need to stir",I've tried a lot of artificial sweeteners and several brands of Stevia and this is my favorite.  There is no need to stir it like some with extra fiber and there is no aftertaste like many artificial sweeteners.
B001BM4NAE,A1EP7ITUDTNXC6,Patrick Leonardi,1,1,5,2007-03-20,"Tasty Snack, that's healthy",These blue chips are great to dip salsa into.  It also can be eaten alone as a snack or as a side of chips to complement any meal.
B000FDKQK6,A3L5WU1B9EWNQQ,Darian P. Paganelli,1,1,5,2010-08-13,"Good taste, texture and food quality Pasta","I was leery about a whole grain pasta, but since I am pre diabetic, I have to eat wisely these days. Whole grain does not spike my blood sugar in the least. Suprised? So was I. Enjoyed the taste and texture of the Angel Hair Whole grain pasta and no blood sugar spike. This quality product gets my recommendation for a good meal and it is quick and easy to prepare too.<br /><br />Enjoy your self, Pag"
B000EQ1W0C,A2AMNJBGHKPZ65,Michael Brodesky,2,2,5,2009-04-08,Great with Olive oil,Love to have these for lunch. I think this is the best brand of Orzo I've ever had.
B000JOE224,A1KQL4FMJK6LLN,Timothy L. Russell,1,1,5,2006-08-14,These work great!,"Instead of fighting the cat with a pill popper, he gobbles down his medicine.  Recommended."
B000EMK4GO,A3DJNOS6VJUYS4,PA Hill Lady,0,0,5,2010-10-16,Great dessert,"We love Warm Delights. They are individual desserts but we usually split one between us. It makes just enough to eat and since none is left over, no over indulging. Even if you do eat a whole one, it's better than being able to help yourself to seconds. They are easy and quick to make and taste great. Yes they cost more than buying a cake mix and making a whole cake but they take less time, no added ingredients other than water, and again, no left overs. I have been buying them since they came on the market and will continue as long as they make them. The variety lets you have a different dessert each day too."
B000E1FZ28,A2P4JNHKEQQLL8,Jane,0,0,5,2011-10-14,Delicious!,"This is the one and only marinade that I can say is 100% satisfactory (thus far), I first used this 3.5 years ago. When this product disappeared in the stores, I've tried multiple other flavors/types/brands, but nothing tasted as good. I am super happy that I found it on amazon, and it still tasted as good as I remembered. This marinade is perfect for both ribeye steak and chicken, even better on a grill! It complements without over powering the taste of meat."
B003KRHDMI,A38BWKHE6PWEPH,muzicmike,0,0,5,2012-07-14,Looks Good,"I was looking into purchasing a 27ct k-cup carousel until I ran across this 35ct chrome carousel. It turns out they both cost the same and in some websites and stores the 27ct cost more! It's a great addition to my coffee maker and the chrome carousel matches many things in my kitchen, so that makes the wife happy. It has a very small wobble when it's spun, but if you don't spin it, you won't see it. Glad I bought it!"
B0002HDM0Q,AMC708Y8VAWSO,spagetti,0,0,5,2012-03-15,soooo good,these are so bad for you teeth like if you got cavities they will deff stick to them .... these are sooo good omg i will buy again these are like heaven in your mouth i couldn't stop eating these
B003NDA970,A1UP81S8OCJASL,"A. Dominguez ""A.""",0,0,5,2010-01-25,wonderful,"This is very high qulity pop corn, I recomend it.  Almost all kernels pop and they are a crisp white when they pop.  Very healthy and yummy!"
B00108FIRG,AR4LBJ3ZW3M8Y,"M. Stephens ""hobbygal""",2,2,5,2009-09-23,La Pod espresso Very Flavorful,"The La Pod espresso pods are excellent, dark rich smooth taste.  They make wonderful mocha or latte'.  I am very pleased with this purchase.  Well made pods sealed in foil to stay fresh."
B000EQX57K,A30YI6DATYYVVX,martha perez,0,0,5,2010-11-13,Spicy....but ohhh so good,"Great tortilla chips, every bag so far has been fresh, crispy and so tasty. They also keep well, opened a bag and a week later still was just as fresh as when I first opened it. I just hate when chips just get stale on you just after a few days...Trust me not these!"
B001E5E25Y,AT0IKAJJBC86V,"kis ""simplicity""",1,1,5,2009-12-23,Great Coffee Substitute,"Coffee was killing my stomach so I went in search of a healthy organic alternative to my morning ritual and discovered this little treasure.  The jasmine is strong and the green tea is superb.  And, with less caffeine in my life, I am a much nicer person (chuckle)."
B006SNY5FO,A2CNRK75NLUO0Y,Mommy's Favorites,0,0,5,2012-07-25,"Love, love, love it!","I am in LOVE with FantasiCakes!  FantasiCakes make handcrafted pastries and baked goods. My family and I tried the Triple Chocolate Bundt cake tonight and it is so good that I lost all sense of portion control.  I try to be good about eating small portions when I have desserts, but this was soooo good that I had two pieces.  The extra calories were worth it though because I enjoyed it so much.<br /><br />The cake arrived in a box at my doorstep.  It was absolutely perfect when I opened it. (I love perfection!)  It came with a container of frosting that we heated up and drizzled over the top of it. I had a little extra frosting that I used to thickly coat one piece upon my husband's request for extra frosting since that was his favorite part. I love how the bundt cake has the design that I could cut smaller or larger pieces.  The cake was so rich that a little went a long way.  This cake is just so good that I don't trust myself, so we froze the rest of the cake. Plus, I love having a good dessert in the freezer for special occasions."
