ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
B000G1EO1Y,A115C4PAAUPZQO,"Kaiser Sosa ""fashionista""",0,2,1,2010-01-17,The soup maybe delicious but do you know what's lurking in the inner lining of the Can?????,"Do not buy this soup! All of Amy's soup says organic but do you know the lining of the can is full of toxins (BPA) the same toxic stuff found in teh lining of most water bottles and cans...if they sell it as ORGANIC people think it's healthy, no no no..you are setting yourself up! ONly buy soups that are sold in TETRA PAK they are safe!"
B0083QJU54,ABSN9KO83WMXN,william alexander,0,4,1,2011-09-23,Very thin Maple syrup..,VERY THIN syrup and not at all the quality I was expecting. I would not recommend this product to anyone.
B0015Q94NM,A2PHCYC58ARPGF,M. ALVAREZ,1,14,1,2009-07-16,HEAVY WEIGHT,THIS HAS GOT TO BE ONE OF THE WORST CEREALS OF MY LIFE IT IS SO DENSE YOU CAN BARELY SWALLOW IT. TOO MANY CALORIES IN SUCH A SMALL AMOUNT OF CEREAL.  THEIR OTHER CEREALS ARE ALOT BETTER EVEN IF THEY HAVE A LITTLE BIT OF SUGAR.
B001EQ55JA,A2PI925VO6INSN,CK,1,2,1,2012-03-06,Bad aftertaste,"I like natural products. This product tastes like feces in my opinion. I really enjoy other Eden products, but this one really is an acquired taste. I am sure some folks will love it... but in my opinion I will go for the opposite."
B005K4Q4LK,AWEBTQUXK7YB4,Steven Pretzman,2,3,1,2012-08-06,Too Sweet,Very poor taste.  So sweet that it makes you sick.  This stuff is awful.  Weak coffee...all you can taste is the sugar.  Can't imagine anyone would actually like this stuff.
B001SIXXWU,A2NT79NEFI3Q2E,kitters,8,11,1,2012-03-10,DO NOT ORDER THIS PRODUCT Eeeeew,"<a href=""http://www.amazon.com/gp/product/B001SIY3O2"">Jack Link's Beef Jerky, Peppered, Mega Pack, 10-Ounce Packages (Pack of 2)</a>This order took five days to deliver and this is Florida with high humidity and high heat. Upon receipt I opened each package because I always place in my fridge in gallon zip locks. I ordered two of the mega two-packs and three of the four were fine. The fourth was FULL of mold which was visible through the packaging. I am seriously disappointed (and grossed-out). No returns/exchanges means I will NEVER purchase foods items from Amazon again.<br /><br />Update: After figuring out a way to contact Customer Service despite their policy of no returns on food items, they credited back 1/4 of total purchase price and offered free next day shipping for this item (which I will not use). Never again."
B005JRMUIY,A1OSND0N91MN1I,Michael Ebert,3,4,1,2012-05-14,Are we all eating the same bar?,"I don't often take the time to review a purchase, but I couldn't NOT share my incredible displeasure with this product. Perhaps it will spare someone else the agony of consuming these bars. The experience is most accurately likened to eating a salty, chalky Rice Krispy bar. Healthy, maybe, but tasty? Absolutely not."
B000ALGNHI,A1QXE7OX7MSL2H,"M. Smith ""cenmad""",0,2,1,2008-02-16,A waste of money for us,"I was really happy to find another cat treat that was natural and free of fillers/preservatives/chemicals.  That said, none of my four cats will touch this stuff, even though two of them eat almost anything.  Much better to give them treats like Three Dog Bakery ""We Pity the Kitties"" freeze-dried salmon,  Feline Greenies, or just plain tuna."
B006F2NYI2,A3NIDDT7E7JIFW,V. B. Brookshaw,1,2,1,2012-05-04,Not Hot,"Not hot at all. Like the other low star reviewer, I got suckered by seeing 'habenero' in the name and the 12 oz size. Some people might like the flavor, citrus-y and it has some fish sauce in the mix (according to the ingredient label), but if you're looking for hot this ain't it"
B000EVOSE4,A1VEGDPPT9CD2H,"Danika Amott ""Danika""",5,11,1,2011-12-15,US Gummies made with artificial colors and flavors,"Unfortunately these came up in my search for German gummy bears but when they arrived they were the US version complete with artificial colors and flavors.  Real German gummies use all natural colors and flavors so they taste much better.  Haribo makes crappy US candy, stick with European."
B000M9N1N2,A162NV83FD2LZT,MrinaliniC,1,1,1,2012-05-07,Absolutely REVOLTING!,"I had really high hopes for MTR products, given the high reviews I've seen on Amazon. I bought a 5-pack of this vegetable mix, and it's just disgusting. I am very passionate about Indian cooking, and cook Indian food at least 4 times a week (and am an Indian myself). Firstly, MTR seems to use the exact same sauce base for all the curries (I bought the Paneer Makhani and it has the same revolting flavor base), and the sauce is just not right! If you tell me that it has Indian flavors, I won't disagree with you. But Indian spices need to be used better - they must be matured properly by cooking them off in hot oil, adding aromatics in the right amounts, etc. And the vegetables were semi-raw, with no flavors inside the veggies .. all in all, it can be a poor man's emergency meal, but no way on earth does it even REMOTELY deserve the number of stars it has! Very very bad food indeed .. =("
B002GUXYO6,A2J0QB01UVSH0Q,Trishelle Duncan,9,9,1,2012-02-05,NOT edible!,This is NOT Disco Dust which is edible and made for baking. DO NOT purchase this product for such purposes!
B001ELL67A,A3FTZHYUQ0SY90,Fleahead,1,5,1,2010-12-10,Coffee Is OK - Amazons Price Is Poor,Amazon has increased all Kcup prices by 21% for some reason. It was $23 and now jumped to 27.90 for some reason. All brands were increased the same so it wasn't the manufacturer. You can still get them for $.53 a cup at coffeeforless.com. Amazon is no longer the cheapest.
B005K4Q1YA,AXQRKLHSGET5M,Vera Reynolds,1,1,1,2012-01-08,Bad Stuff,This has to be the worst tasting coffee I have ever had in a k-cup. I buy a lot of k-cups this is the by far the worst. Don't waste your money on this product.
B0002NVL44,A1KI7UFUQ9DWI,swbutt,4,6,1,2009-02-15,Mushrooms,"Had some freeze dried mushrooms prior that could be kept in Pantry, very convenient. These recommended to be kept in freezer after opening. Also needed to be soaked in liquid prior to use; NOT convenient. They also had a foul odor."
B000FEXUVW,A2PEKLGVNT5NFY,Jason,0,1,1,2012-04-04,Threw away more than I eat,"These peanuts are of low quality. I found myself throwing away more than I ate. About one out of five were even edible. Most are brown or black and if you eat one of those it is the nastiest thing you will ever taste. They are also very inconsistent in size from opening a shell and finding nothing, to getting very small hard brown or black un eatable peanuts. Not Only are they inconsistant in size but taste to, and the good ones you do find aren't that good. Don't let the big bag full of large good looking peanuts fool you."
B009B87MX0,A5IF4A10HS3E9,"momof3 ""Shannon""",1,1,1,2010-03-19,Changed formulas?,We have four indoor dogs that ever since they were puppies we have fed them science diet. The main reason was because chicken was the first ingredient. Now I have notice since December our dogs have really started shedding. There fur also is not as soft as it used to be. I just thought maybe they were shedding their winter coat. Well I finally remembered to check the ingredients on the bag this week. Boy was I shocked when I read the first ingredient now. It is no longer chicken on my bag. It is ground whole grain corn. Now if I wanted to feed them that I would buy the much cheaper dog food. So check your bags for the ingredients. I will no longer be using Science Diet.
B0051ZCNIQ,A1JHURB5O69G8S,Thomas S. Lindner,3,3,1,2012-03-15,Package and shipping issue,"I rarely leave negative feedback, but I was shocked by how this product was packaged.  I understand that it is dog food, but a little more time and thought could have gone a long way and not have caused me the pain of what I experienced when the box was opened.  First, the box was the same size as the bag of dog food and had no additional packing.  I'm fairly certain the bag was opened or starting to open prior to being packaged and shipped.  Needless to say, when the package arrived via UPS, I opened it in the garage and the contents of the bag went everywhere.  Half of the bottom of the bag was open.  I lost at least half of the bag.  In addition, I don't know how long the bag was sitting opened.  It's probably not an issue with dry dog food, but you never really know.  All I can say is I wouldn't buy an opened bag of dog food at the pet store.  What I intended as a convenience of having this brand of dog food shipped directly to me, turned into a wasted amount of food and a lot of clean up.  I gave a shipping review to Amazon last week, but there was never any ""I am sorry for your inconvenience"" or any other type of apology.  I'm gathering these reviews are only spot checked.<br />The Wellness dog food itself seems to be a high quality dog food that my dogs enjoy.  I'm just very reluctant to purchase this through Amazon again.  If I would have thought of it at the time, I would have taken some pictures and posted them online. I was so irritated and it's just not worth the time for this particular product to do a RMA.  Buyer beware."
B000PZQUZO,A1P85GZIZSL9IE,"Julia Osborn ""texasmom""",1,1,1,2011-03-26,Yuk!,"This is by far the nastiest thing I have ever put in my mouth...My husband who will eat anything and I mean anything, even if he doesn't like it just so food doesn't go to waste, could not even stomach this. He told me to take it out of the fridge and just dump out the entire bottle."
B000G1CQ00,A15WHJDFMMYD92,David Truth,0,6,1,2010-10-30,Cans are Dented. This can be a health risk,"I bought Amy's spicy Organic Chilli straight from amazon. It said Ships from and sold by Amazon.com<br /><br />And I loved the soup, its amazing but every single can was dented. I dont think I'm ever going to buy any can foods from amazon ever again. Some of the dents were really bad and you can die if you eat some of the cans they send."
B0000V8HTU,A2F082NC38AZOK,Xiaodong,0,6,1,2011-03-04,perfect example for not buying coffee online - especially when you hope forbetter,"It is the second time I bought coffee from amazon only to find out those beans or grounds are ONLY 4 months away from ""best before"" date. Last time it was air-tight tins of LaVazza ground, so it is not so bad at least I can drink though not enjoy. But this time the staled beans with pathetic taste really disappointed me a lot!!! I can't even bear the espresso made with this beans. Next time think twice if you will order coffee online, especially those beans bags. Since I lived in New York City, I should have listened to my friend and buy those freshly roasted beans from less than a week ago at local espresso shops."
B004DNEQJG,A1E9OKO7J1BD1T,perspicua,8,10,1,2011-10-06,can't be compared to fresh roasted chestnuts,"I have never had packaged chestnuts before, but fresh ones are never sold where I live now and I decided to try this. It was horrible compared to the real thing. I can't compare these to other brands of preserved chestnuts, but the flavor was strange and I was surprised to find the chestnuts dark brown and sticky. Then I found a chestnut covered in a green film of mold. Needless to say, I will not be purchasing these again."
B002DZI7UA,A26JKIHKEXOIH8,Patrick Mitchell,0,0,1,2012-04-13,Avoid - Made in China,"With the increasing number of dogs ill with kidney and liver disease related to treats made in China, my vet has taken our SCWT off all treats made in China.  Since then his liver and kidney enzymes have returned to normal.  We are sticking to made in the USA natural and organic treats."
B000QSOOV2,ASGZR1C9HLVSM,Ronald Stepp,5,8,1,2011-11-06,How many?,"How many cans, Amazon?  Jeesh, so stupid.  One would think a simple number down in the product description, but no."
B00017LEXE,A26GU700BXI170,Over Priced,0,0,1,2012-07-07,Poor product,"This is  terrible popcorn! No taste, poor popping ratio. and the size OMG! I popped this Gourmet popping corn in front of a party, everyone busted out in laughter!"
B0030VJ818,A1UQHD27MAB8JQ,Turacy,1,2,1,2012-05-12,Fruit & Vegetable's... What?,"I really dislike that Companies are combing Fruit & Vegetables. No wonder kids are not liking Vegetables. I would like to purchase pre-packaged Baby Food, but after Stage 1 all I can seem to find are products with Vegetables and Fruit mixed so the food tastes sweet. I guess I have to stick with making my own baby food. Oh and the packaging is so convenient that you can even forego the Spoon and Dish, what does this teach your Children!"
B000JFDKSA,AOR16N3KMW1AY,DoubleJ,0,0,1,2012-01-30,Stale,Agree with the last review.  The shipment I received was stale.  Almost like these were out of date (but there isn't an expiration date on them).  Buy at your own risk.
B000YSTGGW,AGPCDJRRNAA11,Deepal S Patel,0,0,1,2012-01-14,Toxic Hexane used in extraction of DHA,"I bought both the rice and oatmeal 6 packs.  The cans clearly state they use Life's DHA (manufactured by Martek).  If you research Martek (including their own site), you will find that they use hexane to extract the DHA from algae.  Shame on Happy Baby for lying to parents by saying that they do not use any DHA extracted with hexane.  Will never reccommend this product to anyone.<br /><br />Also, all the cans that I opened smelled rancid.  I prefer Gerber Organic with Smart Nourish instead."
B000WB1YSE,A2KKZOLBDCI7QN,Snoop,3,17,1,2010-07-29,not that good,The quality and taste not as good as Chinese green tea. Price is ripped off
B000NMCOYK,A31IMB3SEK700A,froogy,0,4,1,2012-03-10,SCAM,"***SCAM ALERT***First of all the description says 5 lbs net weight with is a lie, maybe 2 lbs of gum at the most.  ***SCAM ALERT***Secondly the individual pieces are half the size or smaller than what you buy at the big stores, so 380 pieces is actually around 100 pieces. ***SCAM ALERT***The tiny individual size means the flavor lasts 2 minutes or less. You have to chew 5 pieces to blow a double bubble. ***SCAM ALERT***My order was thru some fly by night seller but fulfilled by Amazon (shame on you Amazon). ***SCAM ALERT***"
B001EQ4E60,A1JBE2XMUVX58L,Robert Wickus,1,3,1,2008-09-22,Don't buy,"I ordered this product and when it arrived I just happened to see the UPS driver hurl the box at my front door and I heard jars breaking.  I opened the door, yelled for the driver to come back and pick up the box and handed it back to him with tea pouring out of the box.<br /><br />After contacting Amazon and explaining what happened I recommended they have the boxes marked fragile as they were glass.  After several weeks I came home to find a box on my porch marked with 2 fragile stickers.  I picked it up and heard the broken glass and tea once again pouring out of the box.  Opening the box I found 2 jars of the 6 shattered.  The box was over sized with the jars simply lying inside rolling around and it was easy to see how they break.<br /><br />I would not recommend buying this product from Amazon unless you like destroyed product."
B001E534MG,A19I5BY62BM5PG,Robert A. Curcio,0,11,1,2012-01-04,This mix CAUSES COLIC DONT USE IT,"Every mom I know that is using this product has had a colic baby. So if you're baby is crying and is constantly up, and constipated, then please go right to Similac Alimentum.  There's something that's different about this formula in the past few years that is bothering the babies. There is some change that is making babies sicks."
B004KSQXMC,A3985TKM4B1B3X,TW,1,1,1,2012-08-03,My dog almost died with this,"This is NO innocent product - my dog got one of those stuck on his throat and is now almost dying - esophageal surgery, aspiration pneumonia and other complications - and now I just hope he makes it and I can afford it - I already spent over $3,000 - and all because of a treat that claims to be highly digestible and natural."
B001EO5RFE,A1GQNU2T0L37EC,Dawn Miller,1,5,1,2012-08-17,Cereal is great; subscription/shipping service is a disaster,"This cereal is absolutely fantastic, and with all of the great reviews of the subscription service, I decided to sign up. Ten days after the cereal was shipped, it's still listed as 'in transit' with FedEx SmartPost, and there's no customer service number to call about the shipment. I submitted an online query 5 days ago with SmartPost, and there's been no response. I've cancelled the subscription (obviously) and suspect that I'll never see the package or a refund. Too bad - it seems like the subscription service would have been a great deal for this excellent cereal."
B005EX6MUU,A3CVO8821W428H,Lizzy,0,1,1,2012-09-11,Horrible awful stuff,I don't know what is in them but it paralyzed my tongue! The bitter aftertaste lasted all day and I had to lay down because of nausea. They were awful. I checked the expiration date on the package and they were still considered fresh until next year.  I have no idea what was wrong with them but you can bet I'll never try another package. Horrible awful stuff. Just horrid! Had to give it one star to rate this product but it doesn't deserve even one.
B000LR4QAC,A17GVZ5UMRF0XS,"Osama Sajid ""os pwrshl""",10,10,1,2010-04-01,show one thing - sell another,"I bought saffron advertized on this page from ""GourmetFoodStore"" - its not good and we didn't like it.<br />When I bought it, they were selling it as ""AlTaj"" Crown brand saffron which is much better in quality IMO. What I got was ""Harvest of saffron"" - the one displayed on the page now.<br />I had to send many emails to get a reply, I filed a buyers claim but the seller kept delaying their response and finally amazon close the claim as time-out -- hello amazon , you should have checked with me first<br /><br />So my feedback in short<br /> - I didn't like this ""Harvest of Saffron. IMO Al-Taj and Gathering of Saffron are much better brands<br /> - I didn't like the seller. So check other's reivew and feedback about seller before buying."
B0036VLZS6,AXYP8WFW2JB6D,SeekSanity,4,7,1,2011-08-05,NOT for those picky about ingredients,"In my opinion, two reasons to avoid this brand: Genetically modified ingredients (soy and canola ingredients) and MSG (yeast extract, autolyzed yeast extract). Not to mention non-organic dairy (antibiotic milk, anyone?). Makes them no better than Campbell's. Support non-GMO (i.e., organic) foods!<br />Thanks to the commenter who listed the ingredients."
B001F32S0Q,AUHLA1UI8920I,unhappy,0,0,1,2012-07-29,rip off!!!!!!!!!!!!!!!!!!!!,"you can get this for less then $5.00, please people shop around i have this same item and it did not cost $50.00"
B0007A0APS,A3QZ6JT0R1OWEC,"M. Goldman ""M_gold~""",1,2,1,2012-05-12,Tastes like chemicals...my Shih tzu & Pekingese would not eat them.,"Yes, I tasted them - they taste like chemicals but I guess that's what you should expect from a joint supplement.  My Shih tzu & Pekingese would not eat them."
B0009YUEG2,A34FI5ZEKN874A,TicTac,4,5,1,2011-09-21,One of the worst cat litter I have ever used,"I decided to try Feline Pine because I was sick of the clay cat litter getting everywhere. But after the first day of using it my whole house smelled like cat poop, even when I scooped it out every time my cats went in it. It was disgusting, I can't even believe that I ever tried it. I figured it was to good to be true."
B001BM6Q0Y,A2SJK4RQJ1IY46,BillCalif,1,1,1,2011-03-08,no salt soup ad says no cholesterol; the facts are different.,"This is for the Health Valley Tomato Soup No Salt Added, 15 Ounce Cans (Pack of 12).  I purchased this specifically for a person with heart problems.  One of the problems with canned foods is too much sodium, so the No Salt Added is a good feature.  Another problem is cholesterol content.  The ad for this product states 0 mg cholesterol, which is a false statement.  Apparently the supplier did not update the ad when Health Valley changed their recipe for their No Salt Tomato soup and is now adding cholesterol.  The cans I received have a ""NEW"" on the label, which the can shown in the ad does not.  This is an honest mistake on the seller's part, but he should correct it, and he should list the true contents."
B000GW46DE,A2PVHEQQH592ZN,Michael Martin,0,0,1,2012-02-03,Eww,These things are terrible.  They have a waxy coating and some sort of chemical on top.  The taste of the chemical is very prominent.  I can't even give these things away.
B000AYFATW,A27LLTQYM7D4HY,B. Stout,0,2,1,2009-10-21,Murray Sugar Free Cookies Chocolate Chip with Pecan,"The last 2 cases of Murray Sugar Free Cookies Chocolate Chip with Pecan were over cooked almost burnt.. Date Code is MAR0810EAS.  I don't have the code in front me  But I remember MAR0810Exx?<br /><br /><a href=""http://www.amazon.com/gp/product/B000AYGXKC"">Murray Sugar Free Cookies Chocolate Chip with Pecan, 5.5-Ounce Packages (Pack of 12)</a>"
B001ACMCNU,A2FIF5TPVZDLZG,Anonymous,0,4,1,2011-11-20,Lack flavor without cheese...,"I bought this Chebe item to try since the reviews were mostly good.  My daughter & I have gluten & dairy allergies, so I opted NOT to use cheese in this original mix, but to make it into rolls according the the directions on the cheese rolls box.  These were easy to make & texture was good--little crispy outside & chewy inside.  Rolls were VERY small (golf ball size or smaller) when made according to instructions.  Problem was the flavor.  It was VERY bland.  The cheese must give these the wonderful taste, because neither my dauther nor I care to even eat them & I will probably end up throwing them out.  Simply no flavor.  Won't be buying these again.  Too bad since they were so quick & easy to make."
B000EHNCZ4,A38KP1POQ191WT,"Judy Schinske ""Veronica""",1,3,1,2010-01-29,No taste at all,"DISGUSTING!!!!!!!!!!  They taste like nothing and you have to be careful when buying them because they tend to go stale fast on you.  There other bars are good but this one was just terrible.  Dont buy these, I guess if you like the flavor of paydays only weaker in flavor then you will like these."
B0026KJQ0W,A18MVTKTTE8OS8,JudiAU,2,2,1,2011-03-01,"Total Junk Food with ""Organic"" Wash",Total junk food for kids. Sugar content is TWICE that of most other fruit pouches.  Check out the sugar content
B001E5E2PY,A2SBZ6JPW0M5HN,Christopher W. Fritz,0,4,1,2010-08-19,"these bottles of syrup have to be outdated, they are NASTY","THIS PRODUCT WITH THE STAMPED CODE X01401333, IS STAGNET AND NASTY, IT IS STOUT SYRUP, AND I WILL NEVER BUY IT FROM HERE AGAIN"
B0078Y6CN0,A3LQXWWXW1WNS9,N. Herron,3,4,1,2010-11-29,Least favorite K-cup to date,These K-cups arrived in a timely fashion but when I've tried using them at all 3 size settings none of them are strong enough. It seems there is not enough coffee in them. I wrote a complaint to Van Houtte and they did not respond...So I've got nearly 50 cups that when brewed smell like chocolate raspberry but taste like water. Not happy.
B0048IH9H2,AJ5FR3K9BVVXS,AJ,0,0,1,2011-12-20,BEWARE - product shipped is not what is advertised,"While I LOVE this product and was thrilled to see that it is available on Amazon, what I received is not the Heirloom Red &  Black quinoa with polenta.  NUTRICITY sent me garlic basil organic polenta (no quinoa in sight).  It took over 11 days to get a return authorization from them that required me to print the label and take the huge box to a Kinko's for return.  Still haven't heard from them about reimbursement and have to say...<br /><br />DO NOT BUY ANYTHING FROM NUTRICITY.  Customer service is awful and slow, and they make it even less professional with horrible grammar in their written communications.  They wanted me to send them a digital photo to PROVE to them that they had screwed up.  Unbelievable."
B001LQTDBE,AA7S590A4K4Z2,"Miriam R. Babcock ""Miriam DuBois Babcock""",1,6,1,2009-09-22,Aunt Gussies Highfat Cookies,"Two of Aunt Gussie's cookies contain 23% of daily fat allowance!  The cookies are so full of grease they fall apart.  They may be sugar free and gluten free, but they make it up with mostly FAT!  I can't even give them to my grandchildren!"
B00014D37W,A2IIJN02VACQXA,"Jeremy P. Manz ""jpmanz""",0,3,1,2012-08-04,"Organic, but too processed for human consumption","This review is specific to the organic, refined version of the Spectrum Naturals Coconut Oil.  Must be something in the ""refining"" process that messes up this product.  It disagreed with me entirely and I would not recommend it for consumption.  Stict to Nutiva oils, especially if you actually want something that smells/tastes like coconut."
B001TZL6ZS,A1INCXCFNKVOGG,M. Meyer,3,8,1,2009-06-13,"Sorry, Not For Us","Three generations in our home tried this product and unfortunately, none of us liked it."
B004OXJX5W,A1MNB9QF52V2R7,S&A Madel,0,1,1,2011-12-08,YUCK and RIP OFF,Didn't realize I would be paying $12 for 4 servings of food! Plus it tastes like cattle feed...mmmmm<br />What a waste<br />I have to write more because amazon is saying I don't have enough words.
B0032CJPOK,A15W7PAYJTWK67,"Marina Kravets ""Marina""",0,2,1,2011-01-23,VERY BAD and NOT RELIABLE Amazon service,"The product is good, but buying it at Amazon has been a BAD experience.<br />When you buy baby formula, you need reliability of supply. Amazon subscribe&save is NOT RELIABLE!<br />First shipment was lost because ""the driver left the package at the wrong doo"". OK, at least they replaced it (well, I had to run to supermarket to buy formula though as my baby would not wait for a week without food).<br />Then a couple of months later another bad experience. My order is scheduled to be shipped in 18th of every month. Obviously, I run out of supplies and have to rely on this schedule.<br />But in June my order was still ""not yet shipped"" on 23rd! So I e-mailed Amazon - no response! On 25th - still not shipped, so I rush to supermarket again to buy 1 jar of formula as my baby needs food! On 27th - still not shipped. I was trying to find a phone number to call at amazon web site, but it simply does not have such option. ""Contact us"" does not work either - you have to enter a reason of why you want to contact them and manu option does not work.<br />Is the best thing I can do is cancel shipment and find a more reliable vendor?<br />Very BAD experience, frustrating as I am buying necessary food for baby, not some items that can wait!"
B0009F3SFK,A19BJFB7MFXRHT,Reina Sanchez,2,3,1,2012-02-10,1 which should be a ZERO star for taste,"I purchased this tea from Swanson vitamins along with another brand.. ""Traditional Medicinals"".<br /><br />I tried TM first.  I never add sugar, honey etc. in my teas i drink it according to my husband ""John Wayne style""<br /><br /> The tea tasted ok. I didn't have to add an additional tea bag to taste the flavor.. it also smelled really good.<br /><br />Then i tried Yogi... there was absolutely no taste and I didn't smell the flavor like i did with TM.<br /><br />I added 2 tea bags in about 6 ounces of water and still nothing. It was just like drinking plain hot water with a brown tint.<br /><br />Now as far as what health benefits i have experienced from drinking either brand.. I think it's too early for me to tell."
B000FFQ1ZI,A8H051ALMZJOB,Vegan Brit in the US,0,3,1,2008-09-25,Not much luck with these,"The first shipment of these I received were moldy and had to be thrown out.  Amazon was nice enough to send me a new shipment, but they were soooo dry.  I tried microwaving them and sprinkling them with water, but they were still practically inedible.  I gave one star for Ener-G making a hot dog bun I *could* eat (I'm vegan), but unfortunately I don't *want* to eat them.  I'm quite disappointed."
B0046YVVLI,A30O2LVM9MTB1E,"Marie Marie ""wishfulandhopeful""",0,0,1,2012-09-20,slimy,These are awful and slimy.  I you like slimy scum in your mouth you may like these.  Can't return these so don't waste your money. Green Giants are always good.
B001E4Q5GO,A2QMIUQI117PZ5,lyds85,0,0,1,2012-05-21,YUCK! Dont waste your money...,"This was gross. It tasted funny and also would not mix up with the hot water or hot milk. the powder would just stay in chunks, floating on the top. I tried this a couple times, then donated the rest to a food bank. Wont be ordering this again!"
B003VXHGE6,ATXHMAP3ED09F,Stephen J. Lewan,0,5,1,2011-11-25,horrible coffee,this coffee has a very funny taste to it not good you would think wolfgang it would be good dont buy this coffee this is a review of 6 people there are 6 people in my shop we all hate it not good
B00284TR82,A1D4I0F1BOHOIY,Nelbemom,0,0,1,2011-06-13,"Nasty, sticky, leaky, messy, useless and spoiled product","I've ordered this product from Amazon before and always been happy with its delivery condition, until this package arrived. I opened it and found most of the little creamer containers to be crushed to some degree, with the creamer leaked out all over the inside of the box. It had apparently been in this condition for a while as some of the creamer had thickened and adheared to the insides of the box in nasty clumps. At first, I thought perhaps I could check and save some of the little containers, but on second look, it was apparent I was wrong. What a nasty mess, and the worst part is even if I wanted to return this mess, I discovered it cannot be returned. So I'm appealing to you to consider refunding this horendous example of bad packaging. Until now, I've always been happy with Amazon and will probably order many other things down the road despite this incident, but I just think I shouldn't have to pay for such a mess. Thank you, Susan"
B001M050T8,A1AXPAYOFPBTAW,Mark D. Thomas,2,2,1,2011-12-27,Change for the worse...,Why does all my favorite stuff have to dissapear!? And now the Good Ovaltine formula!? Are they nuts!?<br /><br />Call to complain at: 800-442-0099
B001EQ5AVI,A3DJ01YUU99LFE,Unclebob53703.,5,6,1,2010-08-14,Not What It Used To Be,"I don't understand the positive reviews of this particular dinner.  It used to be my favorite, lean roast beef, creamy potatoes and good gravy.  But it's not what it used to be--the meat is still ok, but the potatoes are now a  solid pasty blob.  You have to break them down with a fork, and there's not enough gravy to do it.  In my opinion these are now inedible.  Try the chicken with mashed potatoes and gravy instead--the potatoes aren't as awful and there's plenty of gravy."
